Address      Type         Bits   RW/RO   Min    Max   Default                  Name                             Alternative name               Right to modify    Main application   Description                                                                                                                                                                                                          
  dec                                                                                                                                                                                
  1120   holding reg.    uint16    RW     0    65535     0          SimAmplifierCup2Electrode1            SIM_AMPLIFIER_CUP2_ELECTRODE1         ModbusServer       DebugSimulator    - // -                                                                                                                                                                                                               
  1121   holding reg.    uint16    RW     0    65535     0          SimAmplifierCup2Electrode2            SIM_AMPLIFIER_CUP2_ELECTRODE2         ModbusServer       DebugSimulator    - // -                                                                                                                                                                                                               
  1122   holding reg.    uint16    RW     0    65535     0          SimAmplifierCup2Electrode3            SIM_AMPLIFIER_CUP2_ELECTRODE3         ModbusServer       DebugSimulator    - // -                                                                                                                                                                                                               
  1123   holding reg.    uint16    RW     0    65535     0          SimAmplifierCup2Electrode4            SIM_AMPLIFIER_CUP2_ELECTRODE4         ModbusServer       DebugSimulator    - // -                                                                                                                                                                                                               
  1124   holding reg.    uint16    RW     0    65535     0          SimAmplifierCup3Electrode1            SIM_AMPLIFIER_CUP3_ELECTRODE1         ModbusServer       DebugSimulator    - // -                                                                                                                                                                                                               
  1125   holding reg.    uint16    RW     0    65535     0          SimAmplifierCup3Electrode2            SIM_AMPLIFIER_CUP3_ELECTRODE2         ModbusServer       DebugSimulator    - // -                                                                                                                                                                                                               
  1126   holding reg.    uint16    RW     0    65535     0          SimAmplifierCup3Electrode3            SIM_AMPLIFIER_CUP3_ELECTRODE3         ModbusServer       DebugSimulator    - // -                                                                                                                                                                                                               
  1127   holding reg.    uint16    RW     0    65535     0          SimAmplifierCup3Electrode4            SIM_AMPLIFIER_CUP3_ELECTRODE4         ModbusServer       DebugSimulator    - // -                                                                                                                                                                                                               
                                                                                                                                                                                     
  1128   holding reg.    uint16    RW     0    65535     0            SimAmplifierRandomRate                SIM_AMPLIFIER_RANDOM_RATE           ModbusServer       DebugSimulator    Random component of the SimAmplifierCupNElectrodeM signal - ratio coefficient                                                                                                                                        
  1129   holding reg.    uint16    RW     0    65535     0           SimAmplifierRandomOffset              SIM_AMPLIFIER_RANDOM_OFFSET          ModbusServer       DebugSimulator    Random component of the SimAmplifierCupNElectrodeM signal - offset                                                                                                                                                   
                                                                                                                                                                                     
  1130   holding reg.    uint16    RW     0    65535     0            SimExternalLockPeriod                 SIM_EXTERNAL_LOCK_PERIOD            ModbusServer       DebugSimulator    External lock simulation - period (in tics); if it is zero, a single event occurs                                                                                                                                    
  1131   holding reg.    uint16    RW     0    65535     0           SimExternalLockDuration               SIM_EXTERNAL_LOCK_DURATION           ModbusServer       DebugSimulator    External lock simulation - duration (in tics); If the duration is 0xFFFF, the signal is set indefinitely; if the duration is zero, the signal is not generated;                                                      
  1132   holding reg.    uint16    RW     0    65535     0             SimExternalLockDelay                  SIM_EXTERNAL_LOCK_DELAY            ModbusServer       DebugSimulator    External lock simulation - delay (in tics)                                                                                                                                                                           
                                                                                                                                                                                     
  1133   holding reg.    uint16    RW     0    65535     0                 SimEventCode                          SIM_EVENT_CODE                 ModbusServer       DebugSimulator    Event simulation - event type                                                                                                                                                                                        
  1134   holding reg.    uint16    RW     0    65535     0                SimEventPeriod                        SIM_EVENT_PERIOD                ModbusServer       DebugSimulator    Event simulation - period (in tics); if it is zero, a single event occurs                                                                                                                                            
  1135   holding reg.    uint16    RW     0    65535     0               SimEventDuration                      SIM_EVENT_DURATION               ModbusServer       DebugSimulator    Event simulation - duration (in tics); If the duration is 0xFFFF, the event lasts indefinitely; if the duration is zero, the event is not generated;                                                                 
  1136   holding reg.    uint16    RW     0    65535     0                SimEventDelay                          SIM_EVENT_DELAY                ModbusServer       DebugSimulator    Event simulation - delay (in tics)                                                                                                                                                                                   
                                                                                                                                                                                     
  1137   holding reg.    uint16    RW     0    65535     0                DebugPrintouts                         DEBUG_PRINTOUTS                ModbusServer          Testing        
  1138   holding reg.    uint16    RW     0    65535     0                DebugArgument1                         DEBUG_ARGUMENT1                ModbusServer          Testing        
                                                                                                                                                                                     
                                                                                                                                                                                     
  3001    input reg.     uint16    RO     0    65535     0              Cup1Channel1Sample                    CUP1_CHANNEL1_SAMPLE              AnalogInputs       user interface    Raw measurement result                                                                                                                                                                                               
  3002    input reg.     uint16    RO     0    65535     0              Cup1Channel2Sample                    CUP1_CHANNEL2_SAMPLE              AnalogInputs       user interface    Raw measurement result                                                                                                                                                                                               
  3003    input reg.     uint16    RO     0    65535     0              Cup1Channel3Sample                    CUP1_CHANNEL3_SAMPLE              AnalogInputs       user interface    Raw measurement result                                                                                                                                                                                               
  3004    input reg.     uint16    RO     0    65535     0              Cup1Channel4Sample                    CUP1_CHANNEL4_SAMPLE              AnalogInputs       user interface    Raw measurement result                                                                                                                                                                                               
  3005    input reg.     uint16    RO     0     15       0               Cup1ChannelError                      CUP1_CHANNEL_ERROR               AnalogInputs       user interface    If the measured value exceeds the limit (Cup1Channel1LowerLimit ..., or Cup1Channel1UpperLimit ...), the corresponding bit is set: bit 0 for channel 1, bit 1 for channel 2, and so on                               
                                                                                                                                                                                     
  3006    input reg.     uint16    RO     0    65535     0              Cup2Channel1Sample                    CUP2_CHANNEL1_SAMPLE              AnalogInputs       user interface    Raw measurement result                                                                                                                                                                                               
  3007    input reg.     uint16    RO     0    65535     0              Cup2Channel2Sample                    CUP2_CHANNEL2_SAMPLE              AnalogInputs       user interface    Raw measurement result                                                                                                                                                                                               
  3008    input reg.     uint16    RO     0    65535     0              Cup2Channel3Sample                    CUP2_CHANNEL3_SAMPLE              AnalogInputs       user interface    Raw measurement result                                                                                                                                                                                               
  3009    input reg.     uint16    RO     0    65535     0              Cup2Channel4Sample                    CUP2_CHANNEL4_SAMPLE              AnalogInputs       user interface    Raw measurement result                                                                                                                                                                                               
  3010    input reg.     uint16    RO     0     15       0               Cup2ChannelError                      CUP2_CHANNEL_ERROR               AnalogInputs       user interface    similarly as Cup1ChannelError                                                                                                                                                                                        
                                                                                                                                                                                     
  3011    input reg.     uint16    RO     0    65535     0              Cup3Channel1Sample                    CUP3_CHANNEL1_SAMPLE              AnalogInputs       user interface    Raw measurement result                                                                                                                                                                                               
  3012    input reg.     uint16    RO     0    65535     0              Cup3Channel2Sample                    CUP3_CHANNEL2_SAMPLE              AnalogInputs       user interface    Raw measurement result                                                                                                                                                                                               
  3013    input reg.     uint16    RO     0    65535     0              Cup3Channel3Sample                    CUP3_CHANNEL3_SAMPLE              AnalogInputs       user interface    Raw measurement result                                                                                                                                                                                               
  3014    input reg.     uint16    RO     0    65535     0              Cup3Channel4Sample                    CUP3_CHANNEL4_SAMPLE              AnalogInputs       user interface    Raw measurement result                                                                                                                                                                                               
  3015    input reg.     uint16    RO     0     15       0               Cup3ChannelError                      CUP3_CHANNEL_ERROR               AnalogInputs       user interface    similarly as Cup1ChannelError                                                                                                                                                                                        
